ID,GENDER,AGE,EDUC_LEV,MAR_STATUS,HH_SIZE,RATIO
139081,female,39,9 to 11th grade,never married,3,0.16
139082,male,44,college graduate,never married,2,2.01
139084,female,60,HS graduate,married or lives with partner,2,0.19
139085,male,62,some college,married or lives with partner,2,5
139086,male,27,some college,married or lives with partner,4,0.79
139088,female,67,less than 9th grade,widow or divorced or separated,5,
139089,male,52,some college,never married,1,5
139090,male,57,some college,widow or divorced or separated,1,5
139093,female,61,some college,married or lives with partner,3,3.62
139094,male,51,less than 9th grade,married or lives with partner,7,1.05
139096,female,45,college graduate,married or lives with partner,2,5
139097,male,57,HS graduate,married or lives with partner,5,2.4
139100,female,28,some college,married or lives with partner,6,0.91
139102,male,72,college graduate,married or lives with partner,2,4.1
139103,male,27,some college,never married,2,2.74
139104,female,61,college graduate,widow or divorced or separated,1,3.77
139108,female,33,HS graduate,never married,2,2.65
139109,female,73,9 to 11th grade,widow or divorced or separated,1,1.32
139111,male,23,HS graduate,married or lives with partner,2,0.27
139113,female,80,college graduate,widow or divorced or separated,1,
139115,male,80,some college,married or lives with partner,4,
139116,female,73,HS graduate,widow or divorced or separated,1,2.58
139117,male,72,college graduate,married or lives with partner,3,2.17
139118,male,65,college graduate,married or lives with partner,3,4.34
139119,male,28,some college,married or lives with partner,2,2.06
139120,male,34,college graduate,never married,1,5
139121,male,24,some college,never married,4,2.7
139122,female,58,some college,married or lives with partner,2,3.96
139123,male,41,college graduate,married or lives with partner,4,5
139124,male,39,college graduate,never married,3,5
139125,male,43,college graduate,married or lives with partner,4,2.5
139126,female,60,some college,married or lives with partner,4,4.32
139128,male,43,9 to 11th grade,married or lives with partner,3,1.39
139129,female,68,college graduate,married or lives with partner,2,5
139130,male,73,college graduate,married or lives with partner,2,5
139131,male,28,some college,married or lives with partner,3,2.78
139133,female,65,college graduate,married or lives with partner,2,
139134,female,80,HS graduate,widow or divorced or separated,1,2.33
139136,male,33,college graduate,widow or divorced or separated,1,3.68
139138,male,70,college graduate,married or lives with partner,2,3.14
139139,male,49,college graduate,married or lives with partner,4,3.6
139140,female,68,HS graduate,widow or divorced or separated,2,0.86
139141,male,75,HS graduate,married or lives with partner,2,4.37
139144,male,60,9 to 11th grade,widow or divorced or separated,2,0.79
139145,female,42,9 to 11th grade,widow or divorced or separated,3,3.04
139146,female,42,college graduate,widow or divorced or separated,3,3.26
139148,female,42,college graduate,married or lives with partner,4,3.33
139149,female,65,some college,married or lives with partner,2,2.29
139150,male,75,college graduate,married or lives with partner,2,5
139151,male,24,some college,married or lives with partner,2,1.07
139152,female,57,less than 9th grade,married or lives with partner,4,0.23
139153,female,24,college graduate,never married,1,1.84
139156,female,33,college graduate,never married,2,5
139157,female,22,college graduate,never married,2,2.3
139158,male,47,college graduate,widow or divorced or separated,1,
139159,female,70,college graduate,married or lives with partner,2,5
139160,male,80,HS graduate,widow or divorced or separated,1,1.71
139161,female,64,HS graduate,married or lives with partner,3,2.39
139162,male,80,college graduate,married or lives with partner,2,4.61
139163,female,75,college graduate,married or lives with partner,2,5
139164,female,65,college graduate,married or lives with partner,2,3.44
139165,male,40,some college,married or lives with partner,4,
139168,male,80,college graduate,widow or divorced or separated,1,
139171,male,60,some college,widow or divorced or separated,2,2.06
139172,female,49,some college,never married,1,1.32
139173,female,65,HS graduate,married or lives with partner,2,1.58
139174,male,27,9 to 11th grade,married or lives with partner,2,2.06
139177,female,63,some college,married or lives with partner,4,2.5
139180,male,68,9 to 11th grade,widow or divorced or separated,6,
139181,male,27,college graduate,married or lives with partner,3,2.39
139182,female,51,some college,widow or divorced or separated,1,2.61
139184,female,68,HS graduate,married or lives with partner,3,
139186,male,66,HS graduate,married or lives with partner,5,1.16
139188,male,57,college graduate,married or lives with partner,3,5
139193,female,72,college graduate,never married,1,0.77
139194,male,41,some college,never married,1,5.40E-79
139195,male,63,college graduate,married or lives with partner,2,3.75
139197,male,74,college graduate,married or lives with partner,2,5
139198,female,62,HS graduate,married or lives with partner,2,1.26
139199,female,71,some college,widow or divorced or separated,1,1.69
139200,male,76,college graduate,widow or divorced or separated,1,1.65
139201,female,48,some college,widow or divorced or separated,2,
139202,female,66,9 to 11th grade,widow or divorced or separated,6,1.71
139203,female,70,some college,married or lives with partner,2,2.76
139204,female,80,HS graduate,widow or divorced or separated,2,2.65
139205,female,70,college graduate,married or lives with partner,2,5
139206,male,58,college graduate,married or lives with partner,4,5
139207,female,21,HS graduate,never married,4,1.47
139208,male,57,college graduate,married or lives with partner,3,2.82
139209,female,41,college graduate,married or lives with partner,5,2.74
139211,male,33,college graduate,married or lives with partner,2,4.56
139212,female,67,some college,widow or divorced or separated,3,2.55
139213,female,40,college graduate,widow or divorced or separated,2,3.9
139216,female,23,college graduate,never married,1,
139217,female,27,college graduate,married or lives with partner,2,0.85
139218,female,66,college graduate,married or lives with partner,2,
139221,female,68,college graduate,married or lives with partner,2,1.46
139223,male,54,some college,married or lives with partner,3,5
139224,female,42,college graduate,widow or divorced or separated,4,1.57
139225,male,64,some college,married or lives with partner,2,5
139227,female,43,HS graduate,widow or divorced or separated,4,0.77
139228,male,69,HS graduate,widow or divorced or separated,1,3.73
139229,female,48,college graduate,never married,1,5
139231,female,30,9 to 11th grade,widow or divorced or separated,5,
139232,male,40,less than 9th grade,married or lives with partner,3,0.04
139234,female,72,college graduate,widow or divorced or separated,1,3.36
139235,female,27,college graduate,married or lives with partner,2,5
139236,male,51,HS graduate,married or lives with partner,4,
139237,female,51,some college,widow or divorced or separated,1,2.94
139239,male,29,HS graduate,widow or divorced or separated,7,
139244,female,61,college graduate,widow or divorced or separated,3,4.12
139246,male,73,college graduate,widow or divorced or separated,2,3.68
139249,male,74,college graduate,married or lives with partner,2,5
139252,female,61,college graduate,never married,1,5
139253,female,49,some college,widow or divorced or separated,4,1.62
139255,female,79,some college,married or lives with partner,2,
139256,female,25,some college,married or lives with partner,4,3.69
139258,female,53,less than 9th grade,widow or divorced or separated,1,0.69
139259,female,73,some college,married or lives with partner,2,3.08
139260,male,49,9 to 11th grade,married or lives with partner,5,1.46
139261,male,76,college graduate,widow or divorced or separated,1,1.51
139264,female,34,9 to 11th grade,never married,2,5.40E-79
139265,female,44,some college,never married,2,2.08
139266,female,60,college graduate,married or lives with partner,2,5
139268,male,68,some college,married or lives with partner,2,3.35
139269,female,61,HS graduate,widow or divorced or separated,1,3.46
139270,female,50,HS graduate,married or lives with partner,3,3.92
139271,female,51,some college,married or lives with partner,2,5
139273,male,30,HS graduate,married or lives with partner,3,
139274,female,57,HS graduate,married or lives with partner,3,3.02
139275,female,45,HS graduate,widow or divorced or separated,2,
139276,male,39,HS graduate,never married,3,1.51
139278,female,27,some college,never married,3,
139280,female,40,college graduate,married or lives with partner,6,2.96
139281,female,35,college graduate,widow or divorced or separated,2,
139285,male,79,college graduate,married or lives with partner,2,5
139287,female,29,some college,married or lives with partner,4,2.3
139288,female,44,college graduate,widow or divorced or separated,2,2.13
139290,female,55,college graduate,never married,1,4.42
139292,male,29,some college,never married,4,
139294,male,49,HS graduate,married or lives with partner,5,3.08
139297,female,79,HS graduate,widow or divorced or separated,5,3.28
139299,female,25,college graduate,never married,4,3.46
139300,female,62,HS graduate,married or lives with partner,2,4.44
139301,female,80,college graduate,married or lives with partner,2,5
139302,female,55,some college,married or lives with partner,3,1.01
139303,female,35,HS graduate,married or lives with partner,4,
139304,male,68,HS graduate,married or lives with partner,2,5
139305,male,59,less than 9th grade,widow or divorced or separated,2,0.66
139308,female,43,some college,never married,3,1.37
139309,female,70,9 to 11th grade,widow or divorced or separated,7,0.96
139310,female,72,college graduate,widow or divorced or separated,1,1.64
139312,female,62,some college,widow or divorced or separated,1,2.33
139314,female,53,9 to 11th grade,married or lives with partner,4,1.25
139315,male,73,college graduate,married or lives with partner,2,5
139317,male,24,college graduate,never married,1,5
139321,female,27,college graduate,married or lives with partner,2,3.77
139322,female,46,college graduate,widow or divorced or separated,3,5
139323,female,22,HS graduate,never married,2,0.14
139325,female,75,college graduate,married or lives with partner,2,3.08
139326,male,24,some college,never married,1,1.77
139328,male,31,HS graduate,never married,7,5.40E-79
139329,male,64,9 to 11th grade,married or lives with partner,2,1.91
139331,male,32,college graduate,never married,3,5
139332,male,30,HS graduate,married or lives with partner,3,
139333,male,47,HS graduate,never married,2,0.52
139335,female,31,some college,widow or divorced or separated,1,0.18
139336,male,80,HS graduate,married or lives with partner,2,
139337,male,65,HS graduate,married or lives with partner,2,5
139338,male,27,less than 9th grade,married or lives with partner,5,0.28
139339,female,28,some college,married or lives with partner,2,3.45
139341,female,72,college graduate,married or lives with partner,2,5
139342,male,75,college graduate,married or lives with partner,2,4.48
139343,female,59,college graduate,married or lives with partner,3,
139344,female,49,HS graduate,married or lives with partner,3,
139345,male,51,HS graduate,married or lives with partner,2,1.86
139346,male,75,less than 9th grade,never married,1,
139347,female,67,college graduate,married or lives with partner,2,5
139348,male,35,college graduate,married or lives with partner,2,3.55
139351,female,49,9 to 11th grade,married or lives with partner,4,4.17
139352,male,21,HS graduate,never married,1,1.69
139353,male,47,HS graduate,never married,4,1.8
139356,female,46,college graduate,married or lives with partner,4,4.32
139360,female,57,college graduate,never married,2,
139361,female,80,HS graduate,married or lives with partner,2,1.09
139362,male,70,9 to 11th grade,widow or divorced or separated,1,2.24
139364,female,80,HS graduate,widow or divorced or separated,2,
139366,male,46,college graduate,widow or divorced or separated,2,2.83
139367,female,34,some college,never married,6,0.01
139368,female,63,some college,married or lives with partner,2,
139369,female,58,some college,widow or divorced or separated,1,0.93
139370,female,64,HS graduate,widow or divorced or separated,4,1.8
139371,female,66,some college,widow or divorced or separated,1,
139373,male,65,9 to 11th grade,never married,2,1.05
139374,male,46,some college,never married,1,0.76
139376,female,41,some college,never married,3,1.91
139381,female,55,college graduate,married or lives with partner,2,
139382,female,68,college graduate,married or lives with partner,2,5
139383,male,61,9 to 11th grade,widow or divorced or separated,3,
139385,female,53,9 to 11th grade,widow or divorced or separated,1,0.79
139388,female,42,college graduate,never married,1,2.94
139389,female,63,college graduate,married or lives with partner,3,5
139392,female,69,college graduate,married or lives with partner,2,5
139393,male,80,some college,married or lives with partner,5,5
139397,male,71,some college,widow or divorced or separated,2,
139398,female,62,less than 9th grade,widow or divorced or separated,5,0.61
139401,female,68,some college,married or lives with partner,2,5
139402,male,65,less than 9th grade,married or lives with partner,2,1.31
139404,female,66,college graduate,married or lives with partner,2,4.64
139407,female,68,college graduate,married or lives with partner,2,
139410,female,29,some college,never married,2,1.52
139412,male,80,less than 9th grade,never married,1,0.66
139413,male,74,college graduate,never married,1,4.42
139414,male,49,college graduate,married or lives with partner,4,2.77
139415,male,27,HS graduate,married or lives with partner,4,1.7
139416,male,60,college graduate,married or lives with partner,6,4.22
139417,male,63,HS graduate,married or lives with partner,4,3.17
139418,male,39,college graduate,never married,2,3.82
139420,male,28,HS graduate,never married,1,
139421,female,70,HS graduate,married or lives with partner,2,
139423,male,62,9 to 11th grade,never married,1,3.43
139424,female,32,9 to 11th grade,married or lives with partner,5,1.15
139425,male,52,college graduate,widow or divorced or separated,1,3.49
139426,female,71,some college,widow or divorced or separated,3,3.28
139428,male,63,9 to 11th grade,married or lives with partner,4,0.99
139431,female,58,HS graduate,widow or divorced or separated,1,0.77
139433,male,42,9 to 11th grade,widow or divorced or separated,3,3.99
139435,female,49,HS graduate,widow or divorced or separated,1,1.99
139436,male,42,less than 9th grade,widow or divorced or separated,2,1.2
139437,male,41,some college,never married,1,5
139438,male,56,HS graduate,married or lives with partner,6,3.23
139440,female,72,HS graduate,widow or divorced or separated,1,1.7
139441,male,62,HS graduate,never married,1,1.47
139443,male,70,college graduate,widow or divorced or separated,1,
139445,male,61,less than 9th grade,married or lives with partner,3,
139446,female,80,college graduate,married or lives with partner,2,5
139447,female,58,college graduate,married or lives with partner,2,5
139448,female,63,college graduate,widow or divorced or separated,1,2.87
139450,female,33,college graduate,married or lives with partner,2,4.53
139454,female,25,some college,married or lives with partner,3,1
139457,male,31,some college,married or lives with partner,4,
139459,male,71,HS graduate,married or lives with partner,5,3.13
139461,male,62,HS graduate,married or lives with partner,2,5
139462,male,80,HS graduate,married or lives with partner,2,4.82
139464,female,37,college graduate,married or lives with partner,2,
139465,female,34,some college,married or lives with partner,3,0.4
139466,male,78,some college,widow or divorced or separated,1,0.96
139467,female,33,some college,never married,1,3.64
139470,male,66,less than 9th grade,married or lives with partner,3,1.72
139473,female,61,HS graduate,widow or divorced or separated,1,5
139475,female,80,some college,married or lives with partner,2,1.64
139478,female,80,HS graduate,married or lives with partner,2,
139479,male,50,college graduate,widow or divorced or separated,1,4.78
139483,male,33,some college,never married,1,2.56
139485,male,51,some college,widow or divorced or separated,1,1.32
139488,male,25,some college,never married,2,2.66
139489,male,55,college graduate,widow or divorced or separated,2,4.53
139490,female,71,HS graduate,widow or divorced or separated,5,1.15
139491,male,40,college graduate,married or lives with partner,4,5
139492,female,37,some college,never married,2,3.14
139493,female,75,college graduate,married or lives with partner,2,2.13
139494,female,64,some college,never married,1,3.49
139495,female,50,less than 9th grade,married or lives with partner,6,
139496,male,56,HS graduate,married or lives with partner,2,1.9
139497,female,73,college graduate,widow or divorced or separated,1,3.09
139498,female,62,9 to 11th grade,never married,1,0.74
139500,female,73,some college,widow or divorced or separated,3,3.88
139502,female,31,college graduate,married or lives with partner,2,4.12
139504,female,63,HS graduate,married or lives with partner,5,0.05
139508,female,68,less than 9th grade,married or lives with partner,4,3.9
139510,female,33,college graduate,never married,2,5
139511,female,36,9 to 11th grade,never married,4,0.05
139513,male,78,college graduate,married or lives with partner,2,2.73
139514,female,80,college graduate,married or lives with partner,2,5
139515,male,62,college graduate,married or lives with partner,2,4.59
139516,female,67,some college,married or lives with partner,2,2
139518,female,40,some college,never married,1,0.74
139519,female,52,college graduate,married or lives with partner,1,5
139520,male,64,less than 9th grade,married or lives with partner,2,2.13
139521,male,80,less than 9th grade,married or lives with partner,3,
139522,female,72,less than 9th grade,widow or divorced or separated,3,2.09
139523,female,61,9 to 11th grade,widow or divorced or separated,2,1.16
139524,male,60,some college,widow or divorced or separated,1,0.98
139525,male,47,some college,never married,3,2.61
139527,female,68,9 to 11th grade,widow or divorced or separated,1,
139528,female,32,HS graduate,never married,4,
139529,male,36,HS graduate,married or lives with partner,3,2.41
139530,female,42,HS graduate,never married,4,0.02
139531,female,67,some college,never married,1,1.99
139532,male,61,college graduate,married or lives with partner,2,5
139533,female,40,HS graduate,married or lives with partner,4,
139535,male,59,some college,widow or divorced or separated,2,
139537,female,39,college graduate,never married,1,5
139539,female,67,9 to 11th grade,married or lives with partner,4,4.17
139543,male,41,some college,never married,1,3.46
139544,female,53,college graduate,never married,1,
139545,female,80,college graduate,married or lives with partner,2,
139548,female,77,HS graduate,widow or divorced or separated,1,1.82
139551,male,73,college graduate,married or lives with partner,2,5
139553,female,46,some college,widow or divorced or separated,3,1.52
139555,female,80,some college,married or lives with partner,2,
139557,male,26,some college,never married,1,5
139559,female,40,HS graduate,widow or divorced or separated,5,1.85
139560,male,25,HS graduate,married or lives with partner,5,0.32
139561,male,28,college graduate,never married,3,3.09
139562,male,62,some college,married or lives with partner,2,3.04
139563,female,25,HS graduate,married or lives with partner,5,
139564,male,65,college graduate,married or lives with partner,3,4.34
139565,female,80,HS graduate,widow or divorced or separated,1,
139566,female,70,some college,married or lives with partner,2,3.42
139568,male,30,HS graduate,never married,1,3.6
139569,female,39,college graduate,never married,2,2.54
139570,female,27,less than 9th grade,married or lives with partner,6,
139571,female,31,some college,married or lives with partner,5,2.31
139572,male,70,some college,married or lives with partner,2,1.31
139574,male,46,HS graduate,never married,1,0.1
139576,female,79,some college,widow or divorced or separated,1,1.69
139579,male,73,HS graduate,married or lives with partner,2,5
139580,male,53,some college,widow or divorced or separated,1,4.56
139582,male,80,HS graduate,widow or divorced or separated,2,
139584,male,68,some college,widow or divorced or separated,1,3.24
139585,female,40,some college,married or lives with partner,3,4.99
139588,male,76,HS graduate,married or lives with partner,1,3.64
139589,female,67,less than 9th grade,married or lives with partner,7,0.87
139592,female,40,college graduate,married or lives with partner,5,
139593,female,66,college graduate,married or lives with partner,2,5
139595,male,64,college graduate,married or lives with partner,2,5
139596,female,75,some college,married or lives with partner,3,2.49
139597,female,66,some college,married or lives with partner,2,1.44
139600,female,64,9 to 11th grade,married or lives with partner,6,1.05
139601,male,22,college graduate,never married,1,5.40E-79
139602,female,60,9 to 11th grade,widow or divorced or separated,2,0.1
139603,male,64,HS graduate,married or lives with partner,2,5
139604,female,47,some college,widow or divorced or separated,4,0.94
139605,female,76,some college,married or lives with partner,2,1.17
139607,female,63,college graduate,married or lives with partner,2,4.06
139608,female,53,college graduate,married or lives with partner,2,3.42
139609,female,38,less than 9th grade,married or lives with partner,5,0.57
139610,male,60,college graduate,married or lives with partner,2,1.01
139611,female,80,some college,widow or divorced or separated,1,
139613,female,62,college graduate,married or lives with partner,3,
139614,male,52,HS graduate,married or lives with partner,5,
139616,male,67,some college,widow or divorced or separated,1,2.74
139619,female,26,college graduate,never married,7,3.22
139621,female,38,some college,never married,1,3.09
139623,female,51,some college,widow or divorced or separated,1,0.96
139626,male,68,9 to 11th grade,widow or divorced or separated,3,2.04
139628,male,44,some college,married or lives with partner,5,2
139630,male,69,some college,married or lives with partner,2,
139634,male,30,some college,never married,4,3.96
139636,female,38,college graduate,never married,4,
139638,female,71,college graduate,married or lives with partner,2,5
139640,male,58,college graduate,married or lives with partner,3,5
139647,female,36,9 to 11th grade,married or lives with partner,3,
139650,female,37,college graduate,never married,1,1.55
139651,male,59,HS graduate,widow or divorced or separated,1,1.84
139652,female,39,less than 9th grade,widow or divorced or separated,3,
139655,male,34,college graduate,married or lives with partner,4,2.88
139657,female,35,HS graduate,never married,3,0.35
139658,female,39,some college,married or lives with partner,4,1.12
139659,female,80,HS graduate,widow or divorced or separated,1,
139660,female,36,9 to 11th grade,widow or divorced or separated,2,1.8
139661,female,67,some college,widow or divorced or separated,3,2.62
139662,male,44,some college,married or lives with partner,4,
139663,male,71,college graduate,married or lives with partner,2,5
139665,male,62,HS graduate,married or lives with partner,2,1.01
139667,female,37,college graduate,never married,1,4.93
139668,female,35,HS graduate,never married,1,0.1
139674,female,68,some college,married or lives with partner,4,5
139676,female,71,some college,widow or divorced or separated,1,1.91
139677,female,52,college graduate,married or lives with partner,4,5
139678,male,73,some college,widow or divorced or separated,4,2.16
139679,female,75,HS graduate,married or lives with partner,2,5
139680,female,45,some college,widow or divorced or separated,2,0.25
139681,female,45,9 to 11th grade,never married,4,
139682,female,35,HS graduate,widow or divorced or separated,6,0.67
139684,male,40,HS graduate,married or lives with partner,5,0.63
139685,male,73,college graduate,married or lives with partner,3,3.47
139686,male,32,HS graduate,married or lives with partner,4,2.52
139687,female,65,some college,married or lives with partner,2,
139689,male,70,college graduate,never married,1,5.40E-79
139690,male,80,less than 9th grade,widow or divorced or separated,5,
139692,female,57,college graduate,married or lives with partner,2,5
139693,female,22,HS graduate,never married,6,1.8
139695,female,68,some college,married or lives with partner,5,2.13
139698,female,29,HS graduate,widow or divorced or separated,7,0.24
139699,male,45,9 to 11th grade,married or lives with partner,2,0.74
139700,female,57,HS graduate,widow or divorced or separated,1,5
139701,female,71,less than 9th grade,married or lives with partner,2,0.82
139702,male,40,some college,never married,2,1.31
139705,male,42,HS graduate,married or lives with partner,5,1.39
139706,female,68,college graduate,widow or divorced or separated,1,1.16
139707,female,28,college graduate,never married,2,5
139711,female,51,college graduate,widow or divorced or separated,1,1.03
139717,male,27,HS graduate,never married,1,2.74
139719,female,40,HS graduate,widow or divorced or separated,7,0.77
139720,male,76,HS graduate,married or lives with partner,2,3.04
139722,female,46,college graduate,married or lives with partner,4,3.69
139723,male,39,HS graduate,married or lives with partner,3,2.96
139725,female,61,college graduate,widow or divorced or separated,2,3.77
139727,female,60,some college,never married,4,
139728,female,31,9 to 11th grade,never married,4,1.44
139729,female,23,some college,never married,7,0.46
139730,male,67,HS graduate,widow or divorced or separated,1,3.11
139733,male,73,college graduate,married or lives with partner,2,5
139735,male,28,some college,married or lives with partner,4,4.32
139736,male,80,some college,married or lives with partner,2,4.88
139737,male,64,college graduate,married or lives with partner,2,2.62
139738,male,31,HS graduate,married or lives with partner,5,3.53
139740,male,71,college graduate,widow or divorced or separated,1,
139743,male,49,some college,married or lives with partner,5,
139744,female,42,college graduate,married or lives with partner,3,5
139745,female,50,HS graduate,widow or divorced or separated,1,1.62
139747,male,56,some college,married or lives with partner,2,5
139751,female,76,some college,never married,1,0.5
139752,female,60,college graduate,married or lives with partner,2,5
139753,male,25,college graduate,married or lives with partner,3,1.95
139754,male,53,some college,married or lives with partner,2,3.76
139757,female,80,HS graduate,married or lives with partner,2,
139758,female,56,9 to 11th grade,never married,1,0.75
139761,female,39,some college,married or lives with partner,5,2.77
139764,female,62,9 to 11th grade,widow or divorced or separated,4,3.38
139767,female,47,some college,widow or divorced or separated,4,0.04
139770,female,46,some college,widow or divorced or separated,3,1.32
139771,male,30,HS graduate,never married,4,
139772,female,71,HS graduate,widow or divorced or separated,1,
139774,female,61,college graduate,widow or divorced or separated,1,5
139775,female,32,college graduate,never married,1,3.03
139776,female,51,college graduate,married or lives with partner,4,5
139777,male,40,college graduate,married or lives with partner,5,5
139780,male,72,some college,married or lives with partner,2,3.55
139781,female,74,some college,married or lives with partner,2,4.06
139782,male,37,some college,never married,1,5
139783,male,60,some college,married or lives with partner,2,2.74
139785,male,52,less than 9th grade,widow or divorced or separated,3,
139786,female,22,college graduate,married or lives with partner,2,2.21
139787,male,76,college graduate,never married,1,4.05
139789,male,34,HS graduate,married or lives with partner,3,1.74
139790,male,80,HS graduate,married or lives with partner,4,3.69
139792,female,26,college graduate,married or lives with partner,2,3.16
139793,male,79,some college,married or lives with partner,3,2.49
139795,male,21,some college,never married,2,0.72
139796,female,43,college graduate,married or lives with partner,3,5
139798,female,69,some college,married or lives with partner,2,2.44
139799,female,61,9 to 11th grade,married or lives with partner,2,1.14
139800,male,63,HS graduate,widow or divorced or separated,2,
139801,male,70,college graduate,married or lives with partner,5,1.85
139804,female,38,HS graduate,never married,3,3.91
139807,female,70,some college,married or lives with partner,2,
139808,male,70,9 to 11th grade,widow or divorced or separated,1,1.24
139809,female,46,HS graduate,widow or divorced or separated,3,0.87
139814,female,47,college graduate,married or lives with partner,2,2.88
139815,female,51,some college,widow or divorced or separated,1,2.1
139816,female,29,some college,never married,3,5
139817,female,66,college graduate,married or lives with partner,2,
139819,female,62,some college,married or lives with partner,2,5
139820,male,45,9 to 11th grade,married or lives with partner,3,5
139821,female,68,college graduate,married or lives with partner,2,5
139822,male,28,HS graduate,married or lives with partner,4,2.16
139823,female,80,HS graduate,widow or divorced or separated,1,0.85
139825,male,29,some college,married or lives with partner,4,
139826,male,45,HS graduate,married or lives with partner,2,
139827,male,80,college graduate,married or lives with partner,2,5
139828,female,43,some college,never married,2,
139829,female,68,college graduate,widow or divorced or separated,1,1.1
139830,female,73,some college,widow or divorced or separated,1,2.65
139833,male,51,HS graduate,widow or divorced or separated,1,1.95
139836,male,61,college graduate,married or lives with partner,2,5
139837,male,53,college graduate,widow or divorced or separated,1,
139840,male,56,college graduate,widow or divorced or separated,1,5
139844,male,57,some college,married or lives with partner,7,2.78
139845,female,80,some college,widow or divorced or separated,1,
139847,female,63,HS graduate,married or lives with partner,4,4.32
139849,female,41,college graduate,married or lives with partner,4,2.83
139851,male,60,college graduate,married or lives with partner,2,3.69
139853,female,44,college graduate,married or lives with partner,5,4.31
139854,female,56,some college,married or lives with partner,7,0.99
139855,male,32,HS graduate,married or lives with partner,6,0.62
139856,male,35,some college,married or lives with partner,6,0.03
139857,male,64,some college,married or lives with partner,4,0.36
139858,male,58,some college,married or lives with partner,4,3.21
139859,female,25,HS graduate,never married,5,
139861,male,62,HS graduate,married or lives with partner,7,
139862,female,80,some college,married or lives with partner,2,
139863,male,71,some college,married or lives with partner,2,1.72
139865,male,21,some college,never married,2,2.59
139866,female,72,HS graduate,married or lives with partner,2,
139867,female,69,HS graduate,widow or divorced or separated,1,1.17
139868,female,21,HS graduate,never married,4,1.71
139869,female,80,some college,widow or divorced or separated,1,0.84
139870,female,42,college graduate,married or lives with partner,4,3.87
139871,female,35,9 to 11th grade,never married,6,0.3
139873,female,71,some college,widow or divorced or separated,1,
139874,female,42,some college,married or lives with partner,3,2.78
139875,female,66,some college,married or lives with partner,2,
139876,female,48,some college,married or lives with partner,5,4
139877,female,26,some college,never married,2,
139878,female,25,college graduate,never married,1,5
139879,male,63,some college,married or lives with partner,3,
139882,female,75,HS graduate,widow or divorced or separated,1,
139886,female,76,less than 9th grade,never married,2,5
139887,female,73,HS graduate,widow or divorced or separated,2,1.72
139888,female,70,college graduate,widow or divorced or separated,1,5
139889,female,30,college graduate,married or lives with partner,4,5
139890,female,38,HS graduate,married or lives with partner,3,1.75
139893,female,51,some college,widow or divorced or separated,3,0.62
139895,male,73,college graduate,widow or divorced or separated,1,0.17
139896,male,45,HS graduate,married or lives with partner,1,
139897,male,33,some college,never married,1,4.71
139898,female,48,some college,married or lives with partner,5,
139899,male,41,college graduate,married or lives with partner,4,1.58
139900,male,76,some college,married or lives with partner,2,2.54
139901,female,56,some college,widow or divorced or separated,5,0.45
139902,female,34,some college,married or lives with partner,3,1.91
139903,female,60,some college,married or lives with partner,3,4.34
139904,male,31,some college,widow or divorced or separated,2,4.31
139905,female,28,some college,married or lives with partner,3,1.82
139907,male,53,less than 9th grade,widow or divorced or separated,1,2.58
139910,male,67,HS graduate,married or lives with partner,4,5
139911,female,38,some college,never married,3,
139912,male,62,some college,married or lives with partner,2,5
139915,female,69,some college,widow or divorced or separated,2,0.52
139916,male,42,college graduate,married or lives with partner,4,1.51
139917,female,71,college graduate,widow or divorced or separated,1,0.84
139918,male,55,college graduate,married or lives with partner,4,5
139919,male,68,college graduate,married or lives with partner,2,5
139920,female,65,college graduate,married or lives with partner,2,5
139921,female,37,college graduate,married or lives with partner,5,5
139922,female,30,college graduate,never married,2,
139925,male,60,some college,married or lives with partner,2,5
139926,female,71,some college,married or lives with partner,2,2.28
139927,male,35,9 to 11th grade,married or lives with partner,5,0.14
139929,female,36,HS graduate,never married,7,1
139930,female,25,HS graduate,never married,5,2.85
139931,female,39,HS graduate,married or lives with partner,4,1.32
139932,male,80,HS graduate,widow or divorced or separated,2,2.05
139933,female,70,9 to 11th grade,widow or divorced or separated,2,1.18
139934,female,46,some college,married or lives with partner,3,
139935,female,69,some college,married or lives with partner,2,3.55
139936,female,72,college graduate,married or lives with partner,2,5
139937,female,39,HS graduate,widow or divorced or separated,3,1.61
139938,female,39,some college,never married,5,1.54
139939,male,34,some college,never married,1,4.42
139941,female,43,some college,widow or divorced or separated,5,3.08
139942,female,30,some college,widow or divorced or separated,4,0.02
139943,female,46,HS graduate,married or lives with partner,2,5
139944,female,54,college graduate,married or lives with partner,3,3.73
139945,female,73,some college,widow or divorced or separated,1,0.77
139946,male,68,some college,married or lives with partner,2,1.84
139947,female,80,some college,married or lives with partner,6,
139949,female,76,less than 9th grade,widow or divorced or separated,3,
139950,female,76,college graduate,widow or divorced or separated,1,2.06
139951,male,69,college graduate,married or lives with partner,2,3.28
139953,female,56,college graduate,widow or divorced or separated,1,
139954,male,62,college graduate,married or lives with partner,2,5
139956,female,51,some college,widow or divorced or separated,3,0.65
139959,male,70,some college,widow or divorced or separated,1,4.42
139964,female,80,less than 9th grade,widow or divorced or separated,2,1.75
139965,male,69,college graduate,married or lives with partner,2,5
139967,male,21,some college,never married,1,1.86
139968,female,31,9 to 11th grade,married or lives with partner,3,0.55
139970,male,29,,,2,
139972,female,67,college graduate,married or lives with partner,2,5
139974,female,70,HS graduate,married or lives with partner,2,1.31
